session_id,tag_local_id,delta_ms
S4_TAG03_run2,TAG03,3.0669999999999997
S4_TAG03_run2,TAG03,7.49
S4_TAG03_run2,TAG03,0.091
S4_TAG03_run2,TAG03,2.796
S4_TAG03_run2,TAG03,12.295
S4_TAG03_run2,TAG03,2.183
S4_TAG03_run2,TAG03,12.743
S4_TAG03_run2,TAG03,3.283
S4_TAG03_run2,TAG03,5.3229999999999995
S4_TAG03_run2,TAG03,4.015000000000001
S4_TAG03_run2,TAG03,5.617
S4_TAG03_run2,TAG03,16.639999999999997
S4_TAG03_run2,TAG03,5.845000000000001
S4_TAG03_run2,TAG03,5.218999999999999
S4_TAG03_run2,TAG03,0.157
S4_TAG03_run2,TAG03,5.224
S4_TAG03_run2,TAG03,8.318000000000001
S4_TAG03_run2,TAG03,4.346
S4_TAG03_run2,TAG03,1.984
S4_TAG03_run2,TAG03,10.351
S4_TAG03_run2,TAG03,2.1679999999999997
S4_TAG03_run2,TAG03,8.434000000000001
S4_TAG03_run2,TAG03,0.242
S4_TAG03_run2,TAG03,5.862
S4_TAG03_run2,TAG03,4.930000000000001
S4_TAG03_run2,TAG03,6.515
S4_TAG03_run2,TAG03,4.8149999999999995
S4_TAG03_run2,TAG03,12.942
S4_TAG03_run2,TAG03,3.85
S4_TAG03_run2,TAG03,9.691999999999998
S4_TAG03_run2,TAG03,6.135
S4_TAG03_run2,TAG03,10.741
S4_TAG03_run2,TAG03,2.33
S4_TAG03_run2,TAG03,2.159
S4_TAG03_run2,TAG03,14.449
S4_TAG03_run2,TAG03,4.92
S4_TAG03_run2,TAG03,5.597
S4_TAG03_run2,TAG03,3.1159999999999997
S4_TAG03_run2,TAG03,9.049
S4_TAG03_run2,TAG03,3.007
S4_TAG03_run2,TAG03,9.039
S4_TAG03_run2,TAG03,18.106
S4_TAG03_run2,TAG03,9.046
S4_TAG03_run2,TAG03,1.181
S4_TAG03_run2,TAG03,16.093
S4_TAG03_run2,TAG03,7.787999999999999
S4_TAG03_run2,TAG03,6.999
S4_TAG03_run2,TAG03,1.691
S4_TAG03_run2,TAG03,0.5820000000000001
S4_TAG03_run2,TAG03,1.814
S4_TAG03_run2,TAG03,0.432
S4_TAG03_run2,TAG03,15.171000000000001
S4_TAG03_run2,TAG03,5.401999999999999
S4_TAG03_run2,TAG03,5.804
S4_TAG03_run2,TAG03,11.29
S4_TAG03_run2,TAG03,0.5630000000000001
S4_TAG03_run2,TAG03,11.856
S4_TAG03_run2,TAG03,2.013
S4_TAG03_run2,TAG03,1.1340000000000001
S4_TAG03_run2,TAG03,0.773
S4_TAG03_run2,TAG03,4.3629999999999995
S4_TAG03_run2,TAG03,11.747
S4_TAG03_run2,TAG03,1.4009999999999998
S4_TAG03_run2,TAG03,8.197
S4_TAG03_run2,TAG03,0.7829999999999999
S4_TAG03_run2,TAG03,3.636
S4_TAG03_run2,TAG03,7.435
S4_TAG03_run2,TAG03,14.200000000000001
S4_TAG03_run2,TAG03,4.599
S4_TAG03_run2,TAG03,1.459
S4_TAG03_run2,TAG03,11.091999999999999
S4_TAG03_run2,TAG03,1.295
S4_TAG03_run2,TAG03,6.6819999999999995
S4_TAG03_run2,TAG03,4.806
S4_TAG03_run2,TAG03,14.602
S4_TAG03_run2,TAG03,3.491
S4_TAG03_run2,TAG03,6.854
S4_TAG03_run2,TAG03,8.289
S4_TAG03_run2,TAG03,0.07200000000000001
S4_TAG03_run2,TAG03,6.234
S4_TAG03_run2,TAG03,2.047
S4_TAG03_run2,TAG03,10.696000000000002
S4_TAG03_run2,TAG03,1.986
S4_TAG03_run2,TAG03,18.293
S4_TAG03_run2,TAG03,7.595
S4_TAG03_run2,TAG03,16.732
S4_TAG03_run2,TAG03,13.566
S4_TAG03_run2,TAG03,5.191000000000001
S4_TAG03_run2,TAG03,14.606
S4_TAG03_run2,TAG03,6.414000000000001
S4_TAG03_run2,TAG03,3.828
S4_TAG03_run2,TAG03,0.27999999999999997
S4_TAG03_run2,TAG03,3.968
S4_TAG03_run2,TAG03,13.778
S4_TAG03_run2,TAG03,5.065
S4_TAG03_run2,TAG03,0.8
S4_TAG03_run2,TAG03,4.749
S4_TAG03_run2,TAG03,3.5149999999999997
S4_TAG03_run2,TAG03,12.769
S4_TAG03_run2,TAG03,4.585999999999999
S4_TAG03_run2,TAG03,5.992
S4_TAG03_run2,TAG03,4.615
S4_TAG03_run2,TAG03,3.5860000000000003
S4_TAG03_run2,TAG03,5.931
S4_TAG03_run2,TAG03,19.435000000000002
S4_TAG03_run2,TAG03,9.732
S4_TAG03_run2,TAG03,0.8809999999999999
S4_TAG03_run2,TAG03,11.681000000000001
S4_TAG03_run2,TAG03,0.8140000000000001
S4_TAG03_run2,TAG03,1.1440000000000001
S4_TAG03_run2,TAG03,3.4880000000000004
S4_TAG03_run2,TAG03,14.265
S4_TAG03_run2,TAG03,4.687
S4_TAG03_run2,TAG03,0.39
S4_TAG03_run2,TAG03,2.215
S4_TAG03_run2,TAG03,10.059999999999999
S4_TAG03_run2,TAG03,1.8550000000000002
S4_TAG03_run2,TAG03,11.209
S4_TAG03_run2,TAG03,0.751
S4_TAG03_run2,TAG03,15.546000000000001
S4_TAG03_run2,TAG03,7.468
S4_TAG03_run2,TAG03,1.9189999999999998
S4_TAG03_run2,TAG03,9.516
S4_TAG03_run2,TAG03,5.05
S4_TAG03_run2,TAG03,15.149
S4_TAG03_run2,TAG03,3.745
S4_TAG03_run2,TAG03,18.317
S4_TAG03_run2,TAG03,7.648000000000001
S4_TAG03_run2,TAG03,9.233
S4_TAG03_run2,TAG03,5.976999999999999
S4_TAG03_run2,TAG03,14.166
S4_TAG03_run2,TAG03,3.584
S4_TAG03_run2,TAG03,2.2039999999999997
S4_TAG03_run2,TAG03,10.939
S4_TAG03_run2,TAG03,0.481
S4_TAG03_run2,TAG03,8.956999999999999
S4_TAG03_run2,TAG03,3.846
S4_TAG03_run2,TAG03,4.802
S4_TAG03_run2,TAG03,2.214
S4_TAG03_run2,TAG03,16.239
S4_TAG03_run2,TAG03,8.076
S4_TAG03_run2,TAG03,2.992
S4_TAG03_run2,TAG03,8.341
S4_TAG03_run2,TAG03,1.694
S4_TAG03_run2,TAG03,0.7739999999999999
S4_TAG03_run2,TAG03,2.062
S4_TAG03_run2,TAG03,4.869
S4_TAG03_run2,TAG03,17.489
S4_TAG03_run2,TAG03,5.92
S4_TAG03_run2,TAG03,5.699
S4_TAG03_run2,TAG03,14.48
S4_TAG03_run2,TAG03,5.298
S4_TAG03_run2,TAG03,3.57
S4_TAG03_run2,TAG03,6.9670000000000005
S4_TAG03_run2,TAG03,11.440999999999999
S4_TAG03_run2,TAG03,2.009
S4_TAG03_run2,TAG03,8.84
S4_TAG03_run2,TAG03,0.518
S4_TAG03_run2,TAG03,5.672
S4_TAG03_run2,TAG03,6.655
S4_TAG03_run2,TAG03,10.855
S4_TAG03_run2,TAG03,2.493
S4_TAG03_run2,TAG03,2.656
S4_TAG03_run2,TAG03,0.8
S4_TAG03_run2,TAG03,16.829
S4_TAG03_run2,TAG03,5.257000000000001
S4_TAG03_run2,TAG03,12.681
S4_TAG03_run2,TAG03,3.443
S4_TAG03_run2,TAG03,4.6690000000000005
S4_TAG03_run2,TAG03,17.48
S4_TAG03_run2,TAG03,9.027000000000001
S4_TAG03_run2,TAG03,6.225
S4_TAG03_run2,TAG03,11.24
S4_TAG03_run2,TAG03,6.561
S4_TAG03_run2,TAG03,4.749
S4_TAG03_run2,TAG03,0.766
S4_TAG03_run2,TAG03,14.6
S4_TAG03_run2,TAG03,2.976
S4_TAG03_run2,TAG03,1.049
S4_TAG03_run2,TAG03,6.614
S4_TAG03_run2,TAG03,6.797
S4_TAG03_run2,TAG03,7.241
S4_TAG03_run2,TAG03,1.34
S4_TAG03_run2,TAG03,3.8
S4_TAG03_run2,TAG03,1.688
S4_TAG03_run2,TAG03,12.997
S4_TAG03_run2,TAG03,1.2910000000000001
S4_TAG03_run2,TAG03,0.7110000000000001
S4_TAG03_run2,TAG03,10.538
S4_TAG03_run2,TAG03,6.462
S4_TAG03_run2,TAG03,0.929
S4_TAG03_run2,TAG03,12.626999999999999
S4_TAG03_run2,TAG03,2.091
S4_TAG03_run2,TAG03,3.0010000000000003
S4_TAG03_run2,TAG03,5.527
S4_TAG03_run2,TAG03,13.059
S4_TAG03_run2,TAG03,3.099
S4_TAG03_run2,TAG03,5.783
S4_TAG03_run2,TAG03,9.665
S4_TAG03_run2,TAG03,1.5839999999999999
S4_TAG03_run2,TAG03,1.0959999999999999
S4_TAG03_run2,TAG03,2.656
S4_TAG03_run2,TAG03,4.744
S4_TAG03_run2,TAG03,7.9590000000000005
S4_TAG03_run2,TAG03,8.437
S4_TAG03_run2,TAG03,9.503
S4_TAG03_run2,TAG03,0.8350000000000001
S4_TAG03_run2,TAG03,1.088
S4_TAG03_run2,TAG03,12.834999999999999
S4_TAG03_run2,TAG03,3.186
S4_TAG03_run2,TAG03,15.682000000000002
S4_TAG03_run2,TAG03,4.641
S4_TAG03_run2,TAG03,12.859
S4_TAG03_run2,TAG03,2.456
S4_TAG03_run2,TAG03,2.947
S4_TAG03_run2,TAG03,9.662
S4_TAG03_run2,TAG03,1.406
S4_TAG03_run2,TAG03,19.706999999999997
S4_TAG03_run2,TAG03,9.594
S4_TAG03_run2,TAG03,0.652
S4_TAG03_run2,TAG03,16.062
S4_TAG03_run2,TAG03,7.911
S4_TAG03_run2,TAG03,1.227
S4_TAG03_run2,TAG03,17.848
S4_TAG03_run2,TAG03,6.9639999999999995
S4_TAG03_run2,TAG03,13.026
S4_TAG03_run2,TAG03,4.8180000000000005
S4_TAG03_run2,TAG03,1.906
S4_TAG03_run2,TAG03,0.631
S4_TAG03_run2,TAG03,5.513
S4_TAG03_run2,TAG03,3.539
S4_TAG03_run2,TAG03,2.833
S4_TAG03_run2,TAG03,8.227
S4_TAG03_run2,TAG03,9.334999999999999
S4_TAG03_run2,TAG03,3.14
S4_TAG03_run2,TAG03,13.440999999999999
S4_TAG03_run2,TAG03,4.712
S4_TAG03_run2,TAG03,0.9840000000000001
S4_TAG03_run2,TAG03,8.785
S4_TAG03_run2,TAG03,18.994
S4_TAG03_run2,TAG03,9.558
S4_TAG03_run2,TAG03,11.428
S4_TAG03_run2,TAG03,0.503
S4_TAG03_run2,TAG03,18.77
S4_TAG03_run2,TAG03,8.891
S4_TAG03_run2,TAG03,1.0839999999999999
S4_TAG03_run2,TAG03,11.962
S4_TAG03_run2,TAG03,0.864
S4_TAG03_run2,TAG03,6.184
S4_TAG03_run2,TAG03,8.037
S4_TAG03_run2,TAG03,1.563
S4_TAG03_run2,TAG03,5.3759999999999994
S4_TAG03_run2,TAG03,9.793
S4_TAG03_run2,TAG03,0.41300000000000003
S4_TAG03_run2,TAG03,0.9259999999999999
S4_TAG03_run2,TAG03,12.065
S4_TAG03_run2,TAG03,3.4250000000000003
S4_TAG03_run2,TAG03,7.115
S4_TAG03_run2,TAG03,6.083
S4_TAG03_run2,TAG03,6.195
S4_TAG03_run2,TAG03,18.467000000000002
S4_TAG03_run2,TAG03,8.478
S4_TAG03_run2,TAG03,7.171
S4_TAG03_run2,TAG03,0.16899999999999998
S4_TAG03_run2,TAG03,4.059
S4_TAG03_run2,TAG03,3.821
S4_TAG03_run2,TAG03,1.928
S4_TAG03_run2,TAG03,3.199
S4_TAG03_run2,TAG03,15.248
S4_TAG03_run2,TAG03,3.908
S4_TAG03_run2,TAG03,9.151
S4_TAG03_run2,TAG03,1.125
S4_TAG03_run2,TAG03,14.968
S4_TAG03_run2,TAG03,5.835
S4_TAG03_run2,TAG03,6.042
S4_TAG03_run2,TAG03,13.288
S4_TAG03_run2,TAG03,1.5790000000000002
S4_TAG03_run2,TAG03,12.026
S4_TAG03_run2,TAG03,3.3899999999999997
S4_TAG03_run2,TAG03,5.614
S4_TAG03_run2,TAG03,2.963
S4_TAG03_run2,TAG03,5.082
S4_TAG03_run2,TAG03,4.585
S4_TAG03_run2,TAG03,9.986
S4_TAG03_run2,TAG03,0.539
S4_TAG03_run2,TAG03,14.753
S4_TAG03_run2,TAG03,2.878
S4_TAG03_run2,TAG03,13.99
S4_TAG03_run2,TAG03,4.126
S4_TAG03_run2,TAG03,8.66
S4_TAG03_run2,TAG03,0.060000000000000005
S4_TAG03_run2,TAG03,18.908
S4_TAG03_run2,TAG03,9.351999999999999
S4_TAG03_run2,TAG03,0.6130000000000001
S4_TAG03_run2,TAG03,8.732999999999999
S4_TAG03_run2,TAG03,7.13
S4_TAG03_run2,TAG03,3.281
S4_TAG03_run2,TAG03,1.262
S4_TAG03_run2,TAG03,19.156
S4_TAG03_run2,TAG03,11.0
S4_TAG03_run2,TAG03,0.424
S4_TAG03_run2,TAG03,16.773
S4_TAG03_run2,TAG03,9.369
S4_TAG03_run2,TAG03,0.924
S4_TAG03_run2,TAG03,7.627
S4_TAG03_run2,TAG03,5.194
S4_TAG03_run2,TAG03,2.555
S4_TAG03_run2,TAG03,14.144
S4_TAG03_run2,TAG03,4.6690000000000005
S4_TAG03_run2,TAG03,5.636
S4_TAG03_run2,TAG03,12.068999999999999
S4_TAG03_run2,TAG03,1.259
S4_TAG03_run2,TAG03,16.580000000000002
S4_TAG03_run2,TAG03,5.397
S4_TAG03_run2,TAG03,2.8649999999999998
S4_TAG03_run2,TAG03,4.24
S4_TAG03_run2,TAG03,14.163
S4_TAG03_run2,TAG03,5.672
S4_TAG03_run2,TAG03,6.781
S4_TAG03_run2,TAG03,4.082
S4_TAG03_run2,TAG03,5.983
S4_TAG03_run2,TAG03,7.364
S4_TAG03_run2,TAG03,18.785
S4_TAG03_run2,TAG03,8.655
S4_TAG03_run2,TAG03,1.194
S4_TAG03_run2,TAG03,7.698
S4_TAG03_run2,TAG03,3.451
S4_TAG03_run2,TAG03,6.702999999999999
S4_TAG03_run2,TAG03,2.091
S4_TAG03_run2,TAG03,10.274000000000001
S4_TAG03_run2,TAG03,0.5760000000000001
S4_TAG03_run2,TAG03,9.018999999999998
S4_TAG03_run2,TAG03,0.928
S4_TAG03_run2,TAG03,2.8489999999999998
S4_TAG03_run2,TAG03,14.508999999999999
S4_TAG03_run2,TAG03,3.555
S4_TAG03_run2,TAG03,6.883
S4_TAG03_run2,TAG03,5.55
S4_TAG03_run2,TAG03,9.868
S4_TAG03_run2,TAG03,0.903
S4_TAG03_run2,TAG03,0.432
S4_TAG03_run2,TAG03,9.242
S4_TAG03_run2,TAG03,17.483999999999998
S4_TAG03_run2,TAG03,7.6819999999999995
S4_TAG03_run2,TAG03,9.084999999999999
S4_TAG03_run2,TAG03,1.4
S4_TAG03_run2,TAG03,3.064
S4_TAG03_run2,TAG03,0.569
S4_TAG03_run2,TAG03,7.162
S4_TAG03_run2,TAG03,0.825
S4_TAG03_run2,TAG03,12.511
S4_TAG03_run2,TAG03,2.148
S4_TAG03_run2,TAG03,7.061
S4_TAG03_run2,TAG03,7.122
S4_TAG03_run2,TAG03,1.899
S4_TAG03_run2,TAG03,11.285
S4_TAG03_run2,TAG03,2.26
S4_TAG03_run2,TAG03,15.422
S4_TAG03_run2,TAG03,6.428999999999999
S4_TAG03_run2,TAG03,14.732000000000001
S4_TAG03_run2,TAG03,3.849
S4_TAG03_run2,TAG03,1.1789999999999998
S4_TAG03_run2,TAG03,16.426
S4_TAG03_run2,TAG03,5.603999999999999
S4_TAG03_run2,TAG03,15.435
S4_TAG03_run2,TAG03,7.005
S4_TAG03_run2,TAG03,12.087
S4_TAG03_run2,TAG03,1.803
S4_TAG03_run2,TAG03,0.358
S4_TAG03_run2,TAG03,7.762
S4_TAG03_run2,TAG03,1.053
S4_TAG03_run2,TAG03,7.056
S4_TAG03_run2,TAG03,17.387
S4_TAG03_run2,TAG03,8.725999999999999
S4_TAG03_run2,TAG03,16.105
S4_TAG03_run2,TAG03,4.428999999999999
S4_TAG03_run2,TAG03,2.729
S4_TAG03_run2,TAG03,10.448
S4_TAG03_run2,TAG03,1.22
S4_TAG03_run2,TAG03,6.146999999999999
S4_TAG03_run2,TAG03,12.217
S4_TAG03_run2,TAG03,3.6510000000000002
S4_TAG03_run2,TAG03,2.4499999999999997
S4_TAG03_run2,TAG03,6.132000000000001
S4_TAG03_run2,TAG03,8.863
S4_TAG03_run2,TAG03,8.923
S4_TAG03_run2,TAG03,17.475
S4_TAG03_run2,TAG03,6.509
S4_TAG03_run2,TAG03,8.201
S4_TAG03_run2,TAG03,1.335
S4_TAG03_run2,TAG03,0.359
S4_TAG03_run2,TAG03,8.704
S4_TAG03_run2,TAG03,3.614
S4_TAG03_run2,TAG03,0.228
S4_TAG03_run2,TAG03,6.588
S4_TAG03_run2,TAG03,1.934
S4_TAG03_run2,TAG03,2.29
S4_TAG03_run2,TAG03,1.51
S4_TAG03_run2,TAG03,17.864
S4_TAG03_run2,TAG03,8.231
S4_TAG03_run2,TAG03,1.1019999999999999
S4_TAG03_run2,TAG03,16.211
S4_TAG03_run2,TAG03,5.539
S4_TAG03_run2,TAG03,7.367
S4_TAG03_run2,TAG03,3.165
S4_TAG03_run2,TAG03,4.203
S4_TAG03_run2,TAG03,3.66
S4_TAG03_run2,TAG03,1.831
S4_TAG03_run2,TAG03,9.051
S4_TAG03_run2,TAG03,0.847
S4_TAG03_run2,TAG03,9.604
S4_TAG03_run2,TAG03,0.6980000000000001
S4_TAG03_run2,TAG03,17.457
S4_TAG03_run2,TAG03,8.279
S4_TAG03_run2,TAG03,7.559
S4_TAG03_run2,TAG03,5.105
S4_TAG03_run2,TAG03,4.555
S4_TAG03_run2,TAG03,2.093
S4_TAG03_run2,TAG03,11.134
S4_TAG03_run2,TAG03,1.327
S4_TAG03_run2,TAG03,2.6069999999999998
S4_TAG03_run2,TAG03,2.362
S4_TAG03_run2,TAG03,3.0709999999999997
S4_TAG03_run2,TAG03,16.756
S4_TAG03_run2,TAG03,7.891
S4_TAG03_run2,TAG03,2.3609999999999998
S4_TAG03_run2,TAG03,4.9319999999999995
S4_TAG03_run2,TAG03,7.029999999999999
S4_TAG03_run2,TAG03,4.612
S4_TAG03_run2,TAG03,4.878
S4_TAG03_run2,TAG03,10.505
S4_TAG03_run2,TAG03,1.05
S4_TAG03_run2,TAG03,1.971
S4_TAG03_run2,TAG03,7.473
S4_TAG03_run2,TAG03,8.99
S4_TAG03_run2,TAG03,13.700000000000001
S4_TAG03_run2,TAG03,4.154
S4_TAG03_run2,TAG03,3.6020000000000003
S4_TAG03_run2,TAG03,12.697
S4_TAG03_run2,TAG03,1.9369999999999998
S4_TAG03_run2,TAG03,17.527
S4_TAG03_run2,TAG03,6.638
S4_TAG03_run2,TAG03,13.693
S4_TAG03_run2,TAG03,3.296
S4_TAG03_run2,TAG03,12.25
S4_TAG03_run2,TAG03,0.448
S4_TAG03_run2,TAG03,3.711
S4_TAG03_run2,TAG03,4.842
S4_TAG03_run2,TAG03,2.6310000000000002
S4_TAG03_run2,TAG03,1.048
S4_TAG03_run2,TAG03,5.864
S4_TAG03_run2,TAG03,11.443
S4_TAG03_run2,TAG03,2.852
S4_TAG03_run2,TAG03,6.188
S4_TAG03_run2,TAG03,7.719
S4_TAG03_run2,TAG03,4.438
S4_TAG03_run2,TAG03,16.333000000000002
S4_TAG03_run2,TAG03,6.683
S4_TAG03_run2,TAG03,1.537
S4_TAG03_run2,TAG03,9.018
S4_TAG03_run2,TAG03,0.399
S4_TAG03_run2,TAG03,2.006
S4_TAG03_run2,TAG03,4.107
S4_TAG03_run2,TAG03,0.553
S4_TAG03_run2,TAG03,4.597
S4_TAG03_run2,TAG03,12.456999999999999
S4_TAG03_run2,TAG03,3.352
S4_TAG03_run2,TAG03,6.912
S4_TAG03_run2,TAG03,0.868
S4_TAG03_run2,TAG03,12.506
S4_TAG03_run2,TAG03,7.473999999999999
S4_TAG03_run2,TAG03,3.3
S4_TAG03_run2,TAG03,14.543000000000001
S4_TAG03_run2,TAG03,6.327
S4_TAG03_run2,TAG03,1.6039999999999999
S4_TAG03_run2,TAG03,1.3010000000000002
S4_TAG03_run2,TAG03,3.2030000000000003
S4_TAG03_run2,TAG03,7.765000000000001
S4_TAG03_run2,TAG03,1.1
S4_TAG03_run2,TAG03,15.414000000000001
S4_TAG03_run2,TAG03,5.7010000000000005
S4_TAG03_run2,TAG03,2.8739999999999997
S4_TAG03_run2,TAG03,1.745
S4_TAG03_run2,TAG03,9.878
S4_TAG03_run2,TAG03,11.350000000000001
S4_TAG03_run2,TAG03,1.219
S4_TAG03_run2,TAG03,11.181
S4_TAG03_run2,TAG03,0.481
S4_TAG03_run2,TAG03,3.987
S4_TAG03_run2,TAG03,7.183
S4_TAG03_run2,TAG03,1.417
S4_TAG03_run2,TAG03,7.171
S4_TAG03_run2,TAG03,0.8270000000000001
S4_TAG03_run2,TAG03,9.715
S4_TAG03_run2,TAG03,0.10900000000000001
S4_TAG03_run2,TAG03,6.244000000000001
S4_TAG03_run2,TAG03,12.969
S4_TAG03_run2,TAG03,4.917999999999999
S4_TAG03_run2,TAG03,6.298
S4_TAG03_run2,TAG03,1.9629999999999999
S4_TAG03_run2,TAG03,12.625
S4_TAG03_run2,TAG03,1.518
S4_TAG03_run2,TAG03,1.961
S4_TAG03_run2,TAG03,8.395
S4_TAG03_run2,TAG03,15.381
S4_TAG03_run2,TAG03,6.904999999999999
S4_TAG03_run2,TAG03,6.369
S4_TAG03_run2,TAG03,8.208
S4_TAG03_run2,TAG03,0.15
S4_TAG03_run2,TAG03,18.536
S4_TAG03_run2,TAG03,8.353
S4_TAG03_run2,TAG03,4.445
S4_TAG03_run2,TAG03,12.543000000000001
S4_TAG03_run2,TAG03,1.0050000000000001
S4_TAG03_run2,TAG03,9.965
S4_TAG03_run2,TAG03,10.39
S4_TAG03_run2,TAG03,1.752
S4_TAG03_run2,TAG03,12.435
S4_TAG03_run2,TAG03,1.178
S4_TAG03_run2,TAG03,10.928
S4_TAG03_run2,TAG03,0.166
S4_TAG03_run2,TAG03,16.961000000000002
S4_TAG03_run2,TAG03,6.116
S4_TAG03_run2,TAG03,5.237
S4_TAG03_run2,TAG03,2.089
S4_TAG03_run2,TAG03,16.507
S4_TAG03_run2,TAG03,7.403
S4_TAG03_run2,TAG03,4.825
S4_TAG03_run2,TAG03,19.016000000000002
S4_TAG03_run2,TAG03,8.312
S4_TAG03_run2,TAG03,5.498
S4_TAG03_run2,TAG03,16.064
S4_TAG03_run2,TAG03,6.561
S4_TAG03_run2,TAG03,2.835
S4_TAG03_run2,TAG03,3.387
S4_TAG03_run2,TAG03,15.745
S4_TAG03_run2,TAG03,5.737
S4_TAG03_run2,TAG03,0.803
S4_TAG03_run2,TAG03,8.732
S4_TAG03_run2,TAG03,11.799999999999999
S4_TAG03_run2,TAG03,0.358
S4_TAG03_run2,TAG03,15.734000000000002
S4_TAG03_run2,TAG03,5.715999999999999
S4_TAG03_run2,TAG03,4.162
S4_TAG03_run2,TAG03,12.705
S4_TAG03_run2,TAG03,4.079
S4_TAG03_run2,TAG03,9.851
S4_TAG03_run2,TAG03,4.717
S4_TAG03_run2,TAG03,8.123
S4_TAG03_run2,TAG03,0.032
S4_TAG03_run2,TAG03,5.108
S4_TAG03_run2,TAG03,12.741000000000001
S4_TAG03_run2,TAG03,2.182
S4_TAG03_run2,TAG03,1.153
S4_TAG03_run2,TAG03,10.346
S4_TAG03_run2,TAG03,1.718
S4_TAG03_run2,TAG03,18.817
S4_TAG03_run2,TAG03,9.709000000000001
S4_TAG03_run2,TAG03,0.809
S4_TAG03_run2,TAG03,4.702999999999999
S4_TAG03_run2,TAG03,12.104999999999999
S4_TAG03_run2,TAG03,2.227
S4_TAG03_run2,TAG03,1.259
S4_TAG03_run2,TAG03,6.877000000000001
S4_TAG03_run2,TAG03,18.383
S4_TAG03_run2,TAG03,7.101999999999999
S4_TAG03_run2,TAG03,9.867
S4_TAG03_run2,TAG03,1.1689999999999998
S4_TAG03_run2,TAG03,4.106
S4_TAG03_run2,TAG03,13.363
S4_TAG03_run2,TAG03,1.831
S4_TAG03_run2,TAG03,7.972999999999999
S4_TAG03_run2,TAG03,15.441
S4_TAG03_run2,TAG03,5.569
S4_TAG03_run2,TAG03,0.324
S4_TAG03_run2,TAG03,3.769
S4_TAG03_run2,TAG03,1.82
S4_TAG03_run2,TAG03,12.584
S4_TAG03_run2,TAG03,3.646
S4_TAG03_run2,TAG03,17.463
S4_TAG03_run2,TAG03,8.342
S4_TAG03_run2,TAG03,3.965
S4_TAG03_run2,TAG03,9.377999999999998
S4_TAG03_run2,TAG03,3.649
S4_TAG03_run2,TAG03,3.195
S4_TAG03_run2,TAG03,9.74
S4_TAG03_run2,TAG03,0.014
S4_TAG03_run2,TAG03,4.271999999999999
S4_TAG03_run2,TAG03,17.647
S4_TAG03_run2,TAG03,7.590000000000001
S4_TAG03_run2,TAG03,1.906
S4_TAG03_run2,TAG03,3.785
S4_TAG03_run2,TAG03,5.651
S4_TAG03_run2,TAG03,4.081
S4_TAG03_run2,TAG03,3.686
S4_TAG03_run2,TAG03,12.351
S4_TAG03_run2,TAG03,2.7929999999999997
S4_TAG03_run2,TAG03,6.293
S4_TAG03_run2,TAG03,0.505
S4_TAG03_run2,TAG03,3.613
S4_TAG03_run2,TAG03,12.645999999999999
S4_TAG03_run2,TAG03,3.323
S4_TAG03_run2,TAG03,3.634
S4_TAG03_run2,TAG03,7.895
S4_TAG03_run2,TAG03,3.291
S4_TAG03_run2,TAG03,7.854
S4_TAG03_run2,TAG03,1.1150000000000002
S4_TAG03_run2,TAG03,4.614
S4_TAG03_run2,TAG03,7.898000000000001
S4_TAG03_run2,TAG03,9.665999999999999
S4_TAG03_run2,TAG03,1.9369999999999998
S4_TAG03_run2,TAG03,10.652999999999999
S4_TAG03_run2,TAG03,0.419
S4_TAG03_run2,TAG03,1.1119999999999999
S4_TAG03_run2,TAG03,3.0959999999999996
S4_TAG03_run2,TAG03,0.92
S4_TAG03_run2,TAG03,5.189
S4_TAG03_run2,TAG03,15.605
S4_TAG03_run2,TAG03,5.44
S4_TAG03_run2,TAG03,3.3739999999999997
S4_TAG03_run2,TAG03,3.5010000000000003
S4_TAG03_run2,TAG03,6.699
S4_TAG03_run2,TAG03,19.012
S4_TAG03_run2,TAG03,9.838
S4_TAG03_run2,TAG03,0.145
S4_TAG03_run2,TAG03,2.126
S4_TAG03_run2,TAG03,1.7309999999999999
S4_TAG03_run2,TAG03,1.6900000000000002
S4_TAG03_run2,TAG03,2.371
S4_TAG03_run2,TAG03,3.609
S4_TAG03_run2,TAG03,7.3740000000000006
S4_TAG03_run2,TAG03,16.032999999999998
S4_TAG03_run2,TAG03,5.127
S4_TAG03_run2,TAG03,13.138
S4_TAG03_run2,TAG03,2.128
S4_TAG03_run2,TAG03,13.232000000000001
S4_TAG03_run2,TAG03,9.880999999999998
S4_TAG03_run2,TAG03,12.005
S4_TAG03_run2,TAG03,3.955
S4_TAG03_run2,TAG03,4.447
S4_TAG03_run2,TAG03,13.196
S4_TAG03_run2,TAG03,1.701
S4_TAG03_run2,TAG03,1.95
S4_TAG03_run2,TAG03,2.444
S4_TAG03_run2,TAG03,14.092
S4_TAG03_run2,TAG03,2.4650000000000003
S4_TAG03_run2,TAG03,12.381
S4_TAG03_run2,TAG03,2.729
S4_TAG03_run2,TAG03,19.802
S4_TAG03_run2,TAG03,9.540999999999999
S4_TAG03_run2,TAG03,1.016
S4_TAG03_run2,TAG03,0.9129999999999999
S4_TAG03_run2,TAG03,19.59
S4_TAG03_run2,TAG03,10.013
S4_TAG03_run2,TAG03,2.815
S4_TAG03_run2,TAG03,0.61
S4_TAG03_run2,TAG03,14.173
S4_TAG03_run2,TAG03,5.394
S4_TAG03_run2,TAG03,8.914
S4_TAG03_run2,TAG03,8.774000000000001
